#,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
920,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,603115
921,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,603251
922,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,603809
923,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,604201
924,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,604909
925,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,611533
926,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,612296
927,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,612310
928,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,612587
929,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,613485
930,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,615744
931,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616373
932,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616381
933,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616398
934,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616935
935,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,617742
936,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,617743
937,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,11,No,,,,,,,,UNKNOWN,,627186
938,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7,No,,,,,,,,UNKNOWN,,627195
939,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,629237
940,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,631719
941,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,631782
942,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,632272
943,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OTHER PERSON,,633824
944,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,634538
945,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,635981
946,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,640158
947,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,645828
948,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,646871
949,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,648629
950,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,650241
951,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,650322
952,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,650627
953,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,655069
954,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,655783
955,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,662144
956,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,669884
957,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,671313
958,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,673402
959,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,681100
960,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,681607
961,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,685633
962,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,686371
963,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,687532
964,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,SUBJECT,,689245
965,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,690167
966,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,691004
967,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,691721
968,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,692181
969,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,694448
970,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,694498
971,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,703948
972,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,704685
973,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,SUBJECT,,706383
974,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,706755
975,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,710757
976,RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,5,No,,,,,,,,SUBJECT,,716202
977,RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,5,No,,,,,,,,SUBJECT,,716386
978,SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,4,No,,,,,,,,SUBJECT,,717871
979,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,723075
980,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,723102
981,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,723116
982,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,729649
983,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,730339
984,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,740151
985,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,746497
986,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,747533
987,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,748669
988,REVOLVER,,SMITH & WESSON,686,,,1,No,,,,,,,,NONE,,748965
989,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,757231
990,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,757308
991,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,757313
992,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,757313
993,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,757354
994,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,757707
995,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,763983
996,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,765730
997,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,UNKNOWN,,772734
998,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,773290
999,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,778904
1000,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,795609
1001,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,796441
1002,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,797846
1003,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,798825
1004,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,800480
1005,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,816097
1006,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,819100
1007,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,SUBJECT,,819241
1008,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,821845
1009,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,828049
1010,CHEMICAL WEAPON,,,,,,,,,,,,,,,OTHER PERSON,,831580
1011,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,832983
1012,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,834914
1013,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,842081
1014,SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,4,No,,,,,,,,OBJECT,,850483
1015,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,864031
1016,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,878307
1017,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,894708
1018,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,900386
1019,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,914816
1020,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,916398
1021,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,917779
1022,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,920662
1023,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,923412
1024,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,925335
1025,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,927486
1026,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8,No,,,,,,,,UNKNOWN,,928121
1027,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,14,No,,,,,,,,SUBJECT,,928126
1028,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8,No,,,,,,,,UNKNOWN,,928128
1029,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,14,No,,,,,,,,UNKNOWN,,928152
1030,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,931976
1031,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,936454
1032,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,936620
1033,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,955830
1034,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,956570
1035,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,963916
1036,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,981202
1037,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,987223
1038,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,987811
1039,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,989456
1040,SEMI-AUTO PISTOL,,GLOCK GMBH,26,,,1,No,,,,,,,,OBJECT,,997787
1041,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1007651
1042,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1020303
1043,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1022698
1044,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1023001
1045,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1028599
1046,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1033326
1047,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1040563
1048,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1114872
1049,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1124841
1050,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1135709
1051,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1157012
1052,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1164320
1053,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1166361
1054,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1194454
1055,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1212009
1056,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1226189
1057,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1265648
1058,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1266337
1059,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,1366661
1060,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1374720
1061,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1389127
1062,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1393930
1063,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1395968
1064,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1404205
1065,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1441620
1066,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1450272
1067,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1455002
1068,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,11,Yes,,,,,,,,UNKNOWN,,1460357
1069,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9,No,,,,,,,,SUBJECT,,1460383
1070,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1460585
1071,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1500596
1072,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1503286
1073,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,1527738
1074,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1541739
1075,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1548543
1076,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,5,No,,,,,,,,SUBJECT,,1602368
1077,RIFLE,,BUSHMASTER FIREARMS,M4,,,2,No,,,,,,,,SUBJECT,,1602902
1078,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1616844
1079,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1619222
1080,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1634743
1081,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1635464
1082,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1648314
1083,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1649290
1084,SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,6,No,,,,,,,,UNKNOWN,,1649858
1085,SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,1,No,,,,,,,,UNKNOWN,,1650049
1086,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1650155
1087,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1667231
1088,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1691003
1089,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,4,No,,,,,,,,SUBJECT,,1702550
1090,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1850040
1091,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,1851340
1092,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1861535
1093,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1912971
1094,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1919563
1095,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1952959
1096,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1953679
1097,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1987436
1098,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1997980
1099,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2005526
1100,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2008335
1101,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2018468
1102,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2059433
1103,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,2061976
1104,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2062524
1105,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2067766
1106,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2087813
1107,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2115708
1108,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2149810
1109,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2156216
1110,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,2156696
1111,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2156733
1112,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2164410
1113,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2221328
1114,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2221461
1115,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2221744
1116,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2235539
1117,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2237017
1118,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,2269711
1119,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2278030
1120,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,2291768
1121,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7,No,,,,,,,,SUBJECT,,2307633
1122,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2336045
1123,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2336460
1124,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2353501
1125,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2432020
1126,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2448297
1127,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,2464365
1128,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,2503537
1129,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2543368
1130,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,2545086
1131,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2545256
1132,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2577864
1133,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,2630855
1134,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2702176
1135,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2729311
1136,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2766227
1137,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2772218
1138,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2788432
1139,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2806336
1140,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8,No,,,,,,,,UNKNOWN,,2821123
1141,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9,No,,,,,,,,UNKNOWN,,2821128
1142,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2847865
1143,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2881107
1144,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3008995
1145,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3048090
1146,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3066245
1147,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3078829
1148,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3083138
1149,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3088170
1150,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3121704
1151,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3124514
1152,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3128318
1153,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,3165888
1154,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3166671
1155,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,3183505
1156,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3235663
1157,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3237508
1158,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3255887
1159,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3256252
1160,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3256468
1161,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3282190
1162,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3282251
1163,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3306317
1164,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3322876
1165,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3325674
1166,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3364627
1167,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3393317
1168,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,UNKNOWN,,3412460
1169,SEMI-AUTO PISTOL,,GLOCK GMBH,23,,,14,No,,,,,,,,UNKNOWN,,3412816
1170,SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P226,,,1,No,,,,,,,,SUBJECT,,3414859
1171,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,4,No,,,,,,,,UNKNOWN,,3415022
1172,RIFLE,,DSA INC.,M4,,,2,No,,,,,,,,UNKNOWN,,3415065
1173,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,UNKNOWN,,3415102
1174,RIFLE,,SMITH & WESSON,M&P 15,,,5,No,,,,,,,,UNKNOWN,,3415118
1175,SEMI-AUTO PISTOL,,GLOCK GMBH,21,,,4,No,,,,,,,,SUBJECT,,3415481
1176,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3418817
1177,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3423466
1178,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3425267
1179,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3479248
1180,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3479248
1181,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,3542577
1182,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3543777
1183,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3582039
1184,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3592315
1185,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3625355
1186,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3625450
1187,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3731275
1188,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3757741
1189,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3764388
1190,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3779259
1191,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3784980
1192,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3786940
1193,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3795583
1194,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3796599
1195,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3889410
1196,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3905566
1197,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3964275
1198,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3981746
1199,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3997489
1200,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4188824
1201,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4194455
1202,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4247478
1203,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,4283774
1204,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4283774
1205,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,4305122
1206,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4323491
1207,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4342706
1208,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4351935
1209,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4402124
1210,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4402133
1211,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,6,No,,,,,,,,SUBJECT,,4430478
1212,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4459431
1213,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4518614
1214,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4554173
1215,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4555538
1216,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4562617
1217,CHEMICAL WEAPON,,,,,,,,,,,,,,,NONE,,4635508
1218,CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635737
1219,CHEMICAL WEAPON,,,,,,,,,,,,,,,NONE,,4635750
1220,CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635815
1221,CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635816
1222,CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635817
1223,CHEMICAL WEAPON,,,,,,,,,,,,,,,NONE,,4635818
1224,CHEMICAL WEAPON,,,,,,,,,,,,,,,UNKNOWN,,4635836
